appid,name,developer,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1577530,Spider-Robots War,Laush Dmitriy Sergeevich,Laush Studio,18,11,"20,000 .. 50,000",0,0,0,0,299,299,0,0
1577530,Spider-Robots War,Laush Dmitriy Sergeevich,Laush Studio,18,11,"20,000 .. 50,000",0,0,0,0,299,299,0,0
1579610,Ragdoll Funhouse,Birdmask Studio LTD,Birdmask Studio LTD,1,1,"0 .. 20,000",0,0,0,0,199,199,0,0
1579610,Ragdoll Funhouse,Birdmask Studio LTD,Birdmask Studio LTD,1,1,"0 .. 20,000",0,0,0,0,199,199,0,0
1580010,HUMANS CONNECT,Claw Mark Productions,Claw Mark Productions,31,8,"0 .. 20,000",0,0,0,0,0,0,0,0
1580010,HUMANS CONNECT,Claw Mark Productions,Claw Mark Productions,31,8,"0 .. 20,000",0,0,0,0,0,0,0,0
1580150,Between Time: Escape Room,mc2games,mc2games,260,60,"20,000 .. 50,000",0,0,0,0,999,999,0,0
1580150,Between Time: Escape Room,mc2games,mc2games,260,60,"20,000 .. 50,000",0,0,0,0,999,999,0,0
1584560,Idle Poker,Erepon Games,Erepon,3,3,"0 .. 20,000",0,0,0,0,0,0,0,0
1584560,Idle Poker,Erepon Games,Erepon,3,3,"0 .. 20,000",0,0,0,0,0,0,0,0
1585440,They Always Run,Alawar,Alawar,681,162,"20,000 .. 50,000",0,0,0,0,999,999,0,0
1585440,They Always Run,Alawar,Alawar,681,162,"20,000 .. 50,000",0,0,0,0,999,999,0,0
1589830,Lords of the Darkreign,Rev21,Rev21,2,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
1589830,Lords of the Darkreign,Rev21,Rev21,2,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0
1590230,Tyrion Cuthbert: Attorney of the Arcane,Diamondhenge Entertainment,Diamondhenge Entertainment,1288,32,"50,000 .. 100,000",0,0,0,0,2999,2999,0,4
